Name,Lat,Long,Elevation,NZS1170SiteClass,Vs30_median,Sigmaln_Vs30,Q_Vs30,Vs30_Ref,T_median,sigmaln_T,Q_T,D_T,T_Ref,Z1.0_median,sigmaln_Z1.0,Q_Z1.0,Z1.0_Bedrock,Z1.0_Ref,Z2.5_median,sigmaln_Z2.5,Q_Z2.5,Z2.5_Ref,Reference_site,TopoT_median,Deeprock_T,,BH,CPT,Bedrock?,Liquefiable?,Soft Soils?,DH,XH,SW,HVSR,Gravity,Reflection,Other,
LPLS,-43.71465288,169.4230937,13,D,275,0.2805,Q3,Foster et al. (2019) & Perrin et al. (2015),0.71,0.1,Q1,Mw,Manea et al. 2021 unpublished,63,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),325,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
LPOC,-43.608378,172.714823,148,D,446,0.125,Q3,Foster et al. (2019),1.2,0.3,Q3,I,Kaiser et al. 2017,25,0.3,Q3,1,NZVM (2021),1325,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
LRSC,-43.72939,171.7936344,80,D,500,0.243,Q3,Foster et al. (2019),5.5,0.3,Q3,I,Stolte et al. 2021,1125,0.3,Q3,0,NZVM (2021),2375,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
LRSS,-41.2294301,174.9042459,196,D,256,0.018,Q1,Stolte et al. 2021 unpublished,1.72,0.11,Q1,I,Stolte et al. 2021 unpublished,200,0.1,Q2,1,Boon et al. (2010),325,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
LSRC,-42.86952006,172.5432885,524,D,455,0.545,Q3,Foster et al. (2019),1,0.1,Q1,Mw,Manea et al. 2021 unpublished,68,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),475,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
LTZ,-42.78166716,172.2710354,58,B,1000,0.2,Q3,NSHM 2021,0.05,0.1,Q1,Mw,Manea et al. 2021 unpublished,15,0.3,Q3,1,NSHM (2021) ,325,0.5,Q3,NZVM (2021),1,0,0,,,,,,,,,,,,,,
MANS,-45.521225,167.278065,360,A,1500,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,0,0.5,Q3,1,Kaiser et al. (2017),675,0.5,Q3,NZVM (2021),1,0,0,,,,,,,,,,,,,,
MAVS,-41.21085751,175.4614831,10,D,390,0.2,Q3,Cousins et al. (2006),2.91,0.12,Q1,Mw,Stolte et al. 2021 unpublished,268,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),1375,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
MAYC,-43.82306143,171.4217091,54,D,500,0.243,Q3,Foster et al. (2019),4.5,0.3,Q3,I,Stolte et al. 2021,645,0.3,Q3,1,NZVM (2021),1275,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
MCAS,-41.79993351,172.3280308,13,D,501,0.2,Q3,McVerry (2011),1.9,0.1,Q1,Mw,Manea et al. 2021 unpublished,208,0.3,Q3,1,Kaiser et al. (2017) & NZVM (2021),375,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
MCNS,-43.73645,170.0972,752,C,271,0.2705,Q3,Foster et al. (2019) & Perrin et al. (2015),0.43,0.2,Q2,I,Manea et al. 2021 unpublished,43,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),275,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
MCPS,-43.73316534,170.0952023,494,D,271,0.2705,Q3,Foster et al. (2019) & Perrin et al. (2015),0.6,0.3,Q3,Mw,Unpub HVSR (Van Houtte),198,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),275,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
MECS,-44.23044589,169.2329383,63,D,271,0.3195,Q3,Foster et al. (2019) & Perrin et al. (2015),2.85,0.2,Q2,I,Manea et al. 2021 unpublished,43,0.3,Q3,1,Kaiser et al. (2017) & NZVM (2021),275,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
MENS,-43.55849,172.71149,42,C,583,0.2885,Q3,Foster et al. (2019) & Perrin et al. (2015),0.13,0.3,Q3,I,Manea et al. 2021 unpublished,5,0.3,Q3,1,Kaiser et al. (2017),1775,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
MGCS,-41.50768077,173.9443926,27,D,402,0.05,Q1,Stolte et al. 2021 unpublished,3.9,0.1,Q2,Mw,Stolte et al. 2021 unpublished,95,0.597,Q2,0,Stolte et al. (2021) unpublished,1125,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
MISS,-41.31488841,174.8184345,102,D,274,0.005,Q1,Stolte et al. 2021 unpublished,1.15,0.11,Q1,Mw,Stolte et al. 2021 unpublished,97,0.021,Q2,1,Stolte et al. (2021) unpublished,325,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
MKBS,-41.2259,174.6981,10,B,1000,0.2,Q3,NSHM 2021,0.05,0.2,Q2,Mn,Manea et al. 2021 unpublished,0,0.5,Q3,1,Kaiser et al. (2017),275,0.5,Q3,NZVM (2021),1,0,0,,,,,,,,,,,,,,
MKVS,-41.26542095,174.7055245,15,C,480,0.2,Q3,Kaiser et al. 2017,0.17,0.3,Q3,Mw,Unpub HVSR (Kaiser),34,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),275,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
MLZ,-45.36654353,168.1184068,13,A,1500,0.2,Q3,NSHM 2021,0.05,0.2,Q2,Mn,Manea et al. 2021 unpublished,0,0.1,Q1,1,Kaiser et al. (2017),1075,0.5,Q3,NZVM (2021),1,0,0,,,,,,,,,,,,,,
MMCS,-37.81587781,175.7697897,344,D,263,0.3565,Q3,Foster et al. (2019) & Perrin et al. (2015),2,0.3,Q3,I,Cousins et al. (1996),295,0.3,Q3,1,NZVM (2021),775,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
MNGS,-39.80778,175.79083,50,D,298,0.3435,Q3,Foster et al. (2019) & Perrin et al. (2015),0.8,0.2,Q2,Mw,Unpub HVSR (Van Houtte),68,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),325,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
MNZS,-43.637364,172.973808,230,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),53,0.3,Q3,1,Kaiser et al. (2017) & NZVM (2021),1625,0.3,Q3,NZVM (2021),0,1.3,0,,,,,,,,,,,,,,
MOLS,-42.08802277,173.2574013,662,C,600,0.2,Q3,NSHM 2021,0.18,0.2,Q2,Mw,Manea et al. 2021 unpublished,5,0.5,Q3,1,Kaiser et al. (2017),525,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
MORS,-43.5395,172.6214,5,D,178,0.14,Q3,Foster et al. (2019),4.3,0.2,Q2,I,Stolte et al. 2021,475,0.3,Q3,0,NZVM (2021),2125,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
MOSS,-45.6678024,168.2378365,22,D,265,0.3585,Q3,Foster et al. (2019) & Perrin et al. (2015),2,0.2,Q2,Mw,Manea et al. 2021 unpublished,58,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),675,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
MOTS,-41.12468961,173.0095025,30,D,245,0.221,Q3,Foster et al. (2019) & Perrin et al. (2015),2,0.2,Q2,I,Manea et al. 2021 unpublished,373,0.3,Q3,1,Kaiser et al. (2017) & NZVM (2021),475,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
MPSS,-43.499375,172.642253,183,D,180,0.131,Q3,Foster et al. (2019),5.44,0.2,Q2,I,Stolte et al. 2021,695,0.3,Q3,0,NZVM (2021),2875,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
MQZ,-43.70608168,172.6537658,454,B,750,0.2,Q3,Perrin et al. (2015),0.05,0.1,Q1,Mw,Manea et al. 2021 unpublished,23,0.3,Q3,1,Kaiser et al. (2017) & NZVM (2021),975,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
MRSS,-43.5113069,172.5592161,1,D,241,0.197,Q3,Foster et al. (2019),6,0.2,Q2,I,Stolte et al. 2021,545,0.3,Q3,0,NZVM (2021),2425,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
MRZ,-40.66054537,175.5785268,561,B,800,0.2,Q3,NSHM 2021,0.05,0.1,Q1,Mw,Manea et al. 2021 unpublished,0,0.1,Q1,1,Kaiser et al. (2017),225,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
MSMC,-43.70458829,171.4022695,369,D,500,0.243,Q3,Foster et al. (2019),4,0.2,Q2,I,Manea et al. 2021 unpublished,245,0.3,Q3,1,NZVM (2021),775,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
MSZ,-44.67333378,167.9263986,423,A,1500,0.2,Q3,NSHM 2021,0.05,0.1,Q1,Mn,Manea et al. 2021 unpublished,0,0.1,Q1,1,Kaiser et al. (2017),325,0.5,Q3,NZVM (2021),1,0,0,,,,,,,,,,,,,,
MSZS,-44.67301377,167.9255386,86,C,600,0.2,Q3,NSHM 2021,0.33,0.2,Q2,Mw,Unpub HVSR (Van Houtte),3,0.1,Q2,1,Kaiser et al. (2017),325,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
MTHS,-43.563194,171.666362,180,D,399,0.5,Q3,Foster et al. (2019),3.84,0.1,Q1,I,Stolte et al. 2021,725,0.3,Q3,1,NZVM (2021),1325,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
MTHZ,-38.8523,176.8411,204,B,625,0.3655,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,28,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),1725,0.5,Q3,NZVM (2021),0,0.43,0,,,,,,,,,,,,,,
MTPS,-43.584671,172.725601,19,B,763,0.1905,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,Mn,Manea et al. 2021 unpublished,34,0.3,Q3,1,Kaiser et al. (2017) & NZVM (2021),1875,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
MWDS,-39.40673894,175.7526737,100,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,28,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),325,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
MWFS,-37.8591406,176.6688805,5,B,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),33,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),375,0.5,Q3,NZVM (2021),0,0.75,1,,,,,,,,,,,,,,
MWZ,-38.3340014,177.5277793,153,B,800,0.2,Q3,NSHM 2021,0.05,0.1,Q1,Mn,Manea et al. 2021 unpublished,0,0.5,Q3,1,Kaiser et al. (2017),275,0.5,Q3,NZVM (2021),1,0,0,,,,,,,,,,,,,,
MXZ,-37.56225851,178.3066313,383,B,1000,0.2,Q3,NSHM 2021,0.05,0.1,Q1,Mn,Manea et al. 2021 unpublished,15,0.3,Q3,1,NSHM (2021) ,3025,0.5,Q3,NZVM (2021),1,0,0,,,,,,,,,,,,,,
NAAS,-39.468735,176.872021,70,D,243,0.0145,Q1,Stolte et al. 2021 unpublished,1.77,0.12,Q1,I,Stolte et al. 2021 unpublished,179,0.215,Q2,1,Stolte et al. (2021) unpublished,6475,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
NAMS,-39.48840317,176.9189179,206,C,243,0.257,Q3,Foster et al. (2019) & Perrin et al. (2015),0.34,0.1,Q1,I,Stolte et al. 2022a,68,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),6625,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
NBLC,-43.50685883,172.7313538,33,D,189,0.05,Q1,Wotherspoon et al. 2015,3.75,0.1,Q1,Ma,Wotherspoon et al. 2015,605,0.3,Q3,0,NZVM (2021),2025,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
NBSS,-41.202272,174.953755,141,D,190,0.05,Q1,Kaiser & Louie (2006),0.9,0.1,Q1,Ms,Manea et al. 2021 unpublished,47,0.1,Q2,1,Boon et al. (2010),275,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
NCBS,-41.27087365,173.2836753,20,D,335,0.2,Q3,Tracey & Wotherspoon (2021),0.7,0.2,Q2,Mw,Unpub HVSR (Kaiser),50,0.3,Q3,1,Kaiser et al. (2017),1575,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
NCDS,-39.500141,176.875961,1037,D,176,0.01,Q1,Stolte et al. 2021 unpublished,1.1,0.1,Q1,I,Manea et al. 2021 unpublished,118,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),6475,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
NCHS,-39.5066335,176.8967575,97,D,230,0.18,Q1,Stolte et al. 2021 unpublished,0.865,0.08,Q1,Mw,Stolte et al. 2021 unpublished,133,0.176,Q2,1,Stolte et al. (2021) unpublished,6525,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
NELS,-41.28780402,173.2742451,29,B,550,0.2,Q3,Tracey & Wotherspoon (2021),0.05,0.1,Q1,Mw,Manea et al. 2021 unpublished,3,0.3,Q3,1,Kaiser et al. (2017),425,0.3,Q3,NZVM (2021),0,0.8,0,,,,,,,,,,,,,,
NEWS,-41.23204,174.82178,634,B,1000,0.2,Q3,NSHM 2021,0.05,0.1,Q1,Mn,Manea et al. 2021 unpublished,15,0.3,Q3,1,NSHM (2021) ,375,0.5,Q3,NZVM (2021),1,0,0,,,,,,,,,,,,,,
NGHS,-39.48587311,176.9149278,7,C,440,0.1,Q2,Stolte et al. 2021 unpublished,0.187,0.13,Q1,Mw,Stolte et al. 2021 unpublished,61,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),6675,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
NLMS,-41.26652354,173.2768352,445,C,350,0.2,Q3,Tracey & Wotherspoon (2021),0.25,0.1,Q1,Ms,Manea et al. 2021 unpublished,20,0.3,Q3,1,Kaiser et al. (2017),2825,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
NMPS,-41.57445538,175.2278787,1280,B,800,0.2,Q3,NSHM 2021,0.05,0.2,Q2,Mn,Unpub HVSR (Van Houtte),36,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),2575,0.5,Q3,NZVM (2021),1,0,0,,,,,,,,,,,,,,
NNBS,-43.49542639,172.7179977,1176,D,204,0.05,Q1,Wotherspoon et al. 2015,4.87,0.1,Q1,Ma,Wotherspoon et al. 2015,685,0.3,Q3,0,NZVM (2021),2175,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
NNZ,-41.21710266,173.3794768,35,B,1000,0.2,Q3,NSHM 2021,0.05,0.1,Q1,Mn,Manea et al. 2021 unpublished,15,0.3,Q3,1,NSHM (2021) ,325,0.5,Q3,NZVM (2021),1,0,0,,,,,,,,,,,,,,
NPCS,-39.06242799,174.0733844,336,D,495,0.362,Q3,Foster et al. (2019) & Perrin et al. (2015),1.3,0.3,Q3,Mw,Unpub HVSR (Van Houtte),138,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),1525,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
NSBS,-43.99619795,168.6609453,421,D,215,0.221,Q3,Foster et al. (2019) & Perrin et al. (2015),1,0.1,Q1,Mw,Manea et al. 2021 unpublished,73,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),625,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
NSPS,-39.48959319,176.9158778,885,C,600,0.2,Q3,Wotherspoon estimate,0.186,0.0163,Q1,Mw,Stolte et al. 2021 unpublished,54,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),6625,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
NWFS,-41.58906573,175.2339587,58,B,600,0.2,Q3,Wotherspoon estimate,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,41,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),3075,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
NZAS,-46.586807,168.378357,55,D,260,0.3575,Q3,Foster et al. (2019) & Perrin et al. (2015),0.8,0.1,Q1,I,Manea et al. 2021 unpublished,63,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),375,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
OAMS,-45.09974458,170.9691362,3,C,215,0.221,Q3,Foster et al. (2019) & Perrin et al. (2015),0.15,0.2,Q2,I,Manea et al. 2021 unpublished,53,0.3,Q3,1,Kaiser et al. (2017) & NZVM (2021),1175,0.3,Q3,NZVM (2021),0,0,1,,,,,,,,,,,,,,
ODZ,-45.04398211,170.6446222,4,B,697,0.3005,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,23,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),775,0.5,Q3,NZVM (2021),1,0,0,,,,,,,,,,,,,,
OHSS,-43.4446,172.6605,257,D,195,0.162,Q3,Foster et al. (2019),6.6,0.2,Q2,I,Stolte et al. 2021,755,0.3,Q3,0,NZVM (2021),3125,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
OPCS,-38.01413481,177.2892175,354,D,215,0.221,Q3,Foster et al. (2019) & Perrin et al. (2015),2.6,0.2,Q2,Mw,Manea et al. 2021 unpublished,75,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),325,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
OPSS,-39.45002,173.85502,482,D,287,0.389,Q3,Foster et al. (2019) & Perrin et al. (2015),0.7,0.1,Q1,I,Manea et al. 2021 unpublished,58,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),1725,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
OPWS,-43.55619,172.66429,474,D,179,0.143,Q3,Foster et al. (2019),0.85,0.1,Q1,I,Manea et al. 2021 unpublished,125,0.3,Q3,0,NZVM (2021),1875,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
OPZ,-45.88435567,170.5977667,65,A,1500,0.2,Q3,NSHM 2021,0.05,0.1,Q1,Mn,Manea et al. 2021 unpublished,0,0.5,Q3,1,Kaiser et al. (2017),375,0.5,Q3,NZVM (2021),0,0,1,,,,,,,,,,,,,,
ORCS,-39.41743839,175.4125995,80,D,317,0.389,Q3,Foster et al. (2019) & Perrin et al. (2015),1.1,0.1,Q1,Mw,Manea et al. 2021 unpublished,83,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),375,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
OTKS,-40.75487647,175.1438409,472,D,219,0.227,Q3,Foster et al. (2019) & Perrin et al. (2015),2,0.1,Q1,Mw,Manea et al. 2021 unpublished,123,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),275,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
OXZ,-43.3259,172.0383,1,B,1000,0.2,Q3,NSHM 2021,0.05,0.1,Q1,Mw,Manea et al. 2021 unpublished,15,0.3,Q3,1,NSHM (2021) ,325,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
PAPS,-40.91431972,175.0049585,20,D,260,0.3575,Q3,Foster et al. (2019) & Perrin et al. (2015),1.5,0.1,Q1,Mw,Manea et al. 2021 unpublished,78,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),275,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
PARS,-43.567898,172.750717,31,B,750,0.2,Q3,Kaiser et al. 2014,0.05,0.1,Q1,Mw,Manea et al. 2021 unpublished,58,0.3,Q3,1,Kaiser et al. (2017) & NZVM (2021),1775,0.3,Q3,NZVM (2021),0,0.95,0,,,,,,,,,,,,,,
PEEC,-43.92386,171.233957,65,D,425,0.2,Q3,Perrin et al. (2015),0.6,0.3,Q3,I,Kaiser et al. 2017,55,0.3,Q3,1,NZVM (2021),825,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
PFAS,-41.13849443,174.8460956,39,C,532,0.3825,Q3,Foster et al. (2019) & Perrin et al. (2015),0.11,0.1,Q1,Ms,Manea et al. 2021 unpublished,0,0.1,Q2,1,Kaiser et al. (2017),325,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
PGFS,-40.30219978,176.6117511,16,D,215,0.221,Q3,Foster et al. (2019) & Perrin et al. (2015),0.65,0.1,Q1,Ms,Manea et al. 2021 unpublished,58,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),725,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
PGMS,-41.22450647,174.8794357,490,D,200,0.1,Q2,Kaiser & Louie (2006),1.788,0.0389,Q1,Ms,Stolte et al. 2021 unpublished,274,0.1,Q2,1,Boon et al. (2010),325,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
PHFS,-41.25264718,174.9045459,1177,B,615,0.366,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,Mw,NSHM (2021),23,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),75,0.5,Q3,NZVM (2021),0,0.25,0,,,,,,,,,,,,,,
PHHS,-41.25209,174.904297,452,B,613,0.339,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),23,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),75,0.5,Q3,NZVM (2021),0,0.2,0,,,,,,,,,,,,,,
PIPS,-41.26748661,174.7860682,45,D,210,0.058,Q1,Vantassel & Cox 2018,1,0.1,Q1,I,Kaiser et al. 2019,157,0.1,Q2,1,Hill et al. (2021),325,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
PKIS,-44.190968,170.14694,89,D,357,0.346,Q3,Foster et al. (2019) & Perrin et al. (2015),0.8,0.3,Q3,I,Kaiser et al. 2017,213,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),325,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
PNBS,-40.34894858,175.6075783,805,D,294,0.353,Q3,Foster et al. (2019) & Perrin et al. (2015),0.75,0.3,Q3,I,Kaiser et al. 2017,63,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),325,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
PNMS,-40.36286,175.59311,411,D,264,0.353,Q3,Foster et al. (2019) & Perrin et al. (2015),1.2,0.3,Q3,I,Kaiser et al. 2017,83,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),325,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
PNRS,-40.33027,175.6337,2,D,294,0.353,Q3,Foster et al. (2019) & Perrin et al. (2015),0.75,0.3,Q3,I,Kaiser et al. 2017,63,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),325,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
POKS,-41.12495,174.83151,340,C,302,0.2585,Q3,Foster et al. (2019) & Perrin et al. (2015),0.28,0.1,Q1,Ms,Manea et al. 2021 unpublished,33,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),275,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
POLS,-41.13139425,174.8390955,232,C,275,0.2,Q3,McVerry (2011),0.4,0.1,Q1,Ms,Manea et al. 2021 unpublished,25,0.1,Q2,1,Kaiser et al. (2017),325,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
POTS,-41.27221732,174.7746442,4,C,453,0.02,Q1,Stolte et al. 2021 unpublished,0.24,0.1,Q1,Mn,Stolte et al. 2021 unpublished,24,0.05,Q1,1,Stolte et al. (2021) unpublished,325,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
PPHS,-43.49284604,172.6069162,125,D,180,0.05,Q1,Wotherspoon et al. 2015,6.2,0.1,Q1,Ma,Stolte et al. 2021,665,0.3,Q3,0,NZVM (2021),3325,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
PRKS,-41.24901997,174.9341325,2,D,190,0.1,Q2,Kaiser & Louie 2006,0.8,0.1,Q1,Ms,Manea et al. 2021 unpublished,70,0.1,Q2,1,Kaiser et al. (2017),275,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
PRPC,-43.52581308,172.6827711,19,D,196,0.05,Q1,Wotherspoon et al. 2015,5.28,0.1,Q1,Ma,Stolte et al. 2021,485,0.3,Q3,0,NZVM (2021),2075,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
PTOS,-41.222973,174.860302,4,C,450,0.2,Q3,Kaiser et al. 2017,0.2,0.3,Q3,I,Kaiser et al. 2017,23,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),325,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
PUZ,-38.07154787,178.257209,332,B,1000,0.2,Q3,NSHM 2021,0.05,0.1,Q1,Mw,Manea et al. 2021 unpublished,0,0.5,Q3,1,Kaiser et al. (2017),1275,0.5,Q3,NZVM (2021),0,0.4,0,,,,,,,,,,,,,,
PVCS,-41.22474608,174.8739174,20,D,190,0.1,Q2,Kaiser & Louie (2006),2,0.2,Q2,I,Manea et al. 2021 unpublished,296,0.1,Q2,1,Boon et al. (2010),325,0.3,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
PWES,-41.12746,174.82586,9,B,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,25,0.5,Q3,1,Kaiser et al. (2017) & NZVM (2021),275,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
PWZ,-40.02968444,176.8619952,3,B,1000,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,15,0.3,Q3,1,NSHM (2021) ,7575,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
PXZ,-40.03064446,176.8621452,3,B,1000,0.2,Q3,NSHM 2021,0.05,0.1,Q1,Ms,Manea et al. 2021 unpublished,15,0.3,Q3,1,NSHM (2021) ,7625,0.5,Q3,NZVM (2021),0,0.5,0,,,,,,,,,,,,,,
PYZ,-46.16625168,166.6806925,3,B,1000,0.2,Q3,NSHM 2021,0.05,0.1,Q1,Mu,Manea et al. 2021 unpublished,15,0.3,Q3,1,NSHM (2021) ,375,0.5,Q3,NZVM (2021),0,0.33,0,,,,,,,,,,,,,,
QCCS,-41.27962569,174.0231446,21,C,268,0.28,Q3,Foster et al. (2019) & Perrin et al. (2015),0.28,0.1,Q1,Ms,Unpub HVSR (Kaiser & VHoutte),55,0.5,Q3,1,NZVM (2021),325,0.5,Q3,NZVM (2021),0,0,0,,,,,,,,,,,,,,
